DATE,EXPECTED TYPE A TRUCKS,ACTUAL  TYPE A TRUCKS,OUTSIDE EXTRA  TYPE A TRUCKS,EXPECTED  TYPE B FORK TRUCKS,ACTUAL  TYPE B TRUCKS,EXPECTED  TYPE C TRUCKS,ACTUAL  TYPE C TRUCKS,"LARGE DELIVERIES 
(LBS)",SMALL DELIVERIES (LBS),"LARGE DELIVERIES 
(QTY)","SMALL DELIVERIES 
(QTY)"," RESCHEDULES
(QTY)","RESCHEDULES
(LBS)"
26-Jun-24,33,30,0,9,9,0,0,"18,103,335","1,260,150",322,273,4,"17,548"
27-Jun-24,33,30,0,9,6,0,0,"18,680,430","707,970",322,175,5,"13,716"
28-Jun-24,33,27,0,9,9,0,0,"16,323,780","812,565",329,238,4,"7,553"
1-Jul-24,33,36,0,9,6,0,0,"17,591,730","1,123,575",448,196,6,"13,076"
2-Jul-24,33,30,0,9,9,0,0,"18,329,040","981,510",413,231,3,"1,355"
3-Jul-24,33,30,0,9,9,0,0,"15,972,930","781,860",399,161,4,"3,768"
5-Jul-24,33,24,0,9,9,0,0,"6,824,895","760,800",196,133,4,"8,301"
8-Jul-24,33,30,0,9,9,0,0,"19,746,765","998,985",525,189,5,"1,580"
9-Jul-24,33,27,0,9,9,0,0,"14,305,860","1,174,635",308,203,3,"8,323"
10-Jul-24,33,27,0,9,9,0,0,"10,572,825","980,985",427,266,5,"25,508"
11-Jul-24,33,27,0,9,9,0,0,"12,846,690","1,185,825",357,259,6,"19,122"
12-Jul-24,33,24,0,9,3,0,0,"8,658,330","432,765",322,168,3,"7,162"
15-Jul-24,33,24,0,9,3,0,0,"15,477,300","1,043,565",371,399,7,"14,016"
16-Jul-24,33,30,0,9,6,0,0,"10,144,980","865,965",182,245,3,"5,029"
17-Jul-24,33,30,0,9,6,0,0,"11,939,835","1,124,535",301,217,4,"18,812"
18-Jul-24,33,27,0,9,6,0,0,"15,475,050","1,022,100",273,315,5,"20,780"
19-Jul-24,33,30,0,9,6,0,0,"19,158,390","825,810",371,210,3,"2,249"
22-Jul-24,33,27,9,9,9,0,0,"22,525,575","966,300",448,252,5,"13,253"
23-Jul-24,33,27,12,9,9,0,0,"21,685,455","1,125,780",483,252,3,"9,527"
24-Jul-24,33,27,3,9,9,0,0,"16,048,320","726,585",427,217,2,"2,646"
25-Jul-24,33,27,12,9,6,0,0,"18,572,205","844,530",434,238,3,"7,576"
26-Jul-24,33,24,6,9,9,0,0,"11,690,070","536,280",364,140,2,"1,617"
29-Jul-24,33,27,12,9,6,0,0,"19,079,700","911,550",497,259,5,"7,001"
30-Jul-24,33,27,3,9,9,0,0,"15,872,850","1,412,955",469,308,3,"7,206"
31-Jul-24,33,27,3,9,6,0,0,"14,754,915","1,036,500",364,280,3,"9,800"
1-Aug-24,33,30,3,9,6,0,0,"14,614,875","1,166,700",343,224,4,"13,369"
2-Aug-24,33,27,3,9,6,0,0,"12,940,200","920,415",329,245,3,"6,382"
5-Aug-24,33,27,6,9,9,0,0,"15,827,205","1,357,050",441,357,6,"11,138"
6-Aug-24,33,24,3,9,9,0,0,"12,024,315","598,635",329,224,3,"2,749"
7-Aug-24,33,27,0,9,9,0,0,"10,395,165","1,334,160",364,343,3,"1,276"
8-Aug-24,33,30,3,9,9,0,0,"15,946,080","679,800",385,259,4,"11,867"
9-Aug-24,33,27,0,9,9,0,0,"8,204,370","1,199,745",245,287,2,"2,663"
12-Aug-24,33,27,3,9,9,0,0,"16,791,870","1,108,095",504,294,4,"12,278"
13-Aug-24,33,27,0,9,9,0,0,"11,483,745","711,510",301,266,2,841
14-Aug-24,33,27,0,9,9,0,0,"9,939,825","1,067,805",315,385,4,"5,421"
15-Aug-24,33,27,0,9,9,0,0,"8,869,965","792,435",336,259,4,"13,856"
16-Aug-24,33,27,0,9,9,0,0,"5,084,295","720,810",203,224,3,"18,750"
19-Aug-24,33,24,6,9,9,0,0,"16,699,410","1,298,235",434,266,2,"1,482"
20-Aug-24,33,21,0,9,9,0,0,"8,612,385","1,142,760",238,315,3,"13,551"
21-Aug-24,33,27,3,9,9,0,0,"14,707,335","948,000",329,301,4,"14,477"
22-Aug-24,33,27,0,9,9,0,0,"13,781,490","667,545",273,203,3,"8,714"
23-Aug-24,33,27,0,9,9,0,0,"6,553,365","779,265",217,182,3,"15,031"
26-Aug-24,33,27,12,9,9,0,0,"20,640,795","879,030",399,224,4,"11,330"
27-Aug-24,33,27,3,9,9,0,0,"13,303,305","600,840",385,189,4,"9,527"
28-Aug-24,33,27,0,9,9,0,0,"9,406,305","615,690",231,217,4,"8,871"
29-Aug-24,33,27,0,9,9,0,0,"12,405,285","1,213,560",336,266,3,"9,796"
30-Aug-24,33,27,6,9,9,0,0,"13,343,640","800,265",280,238,3,"6,107"
3-Sep-24,33,27,12,9,9,0,0,"18,546,450","1,139,445",448,245,6,"7,144"
4-Sep-24,33,27,3,9,9,0,0,"13,731,240","605,625",301,161,6,"11,306"
5-Sep-24,33,24,6,9,9,0,0,"13,179,645","833,160",273,203,5,"18,939"
6-Sep-24,33,30,0,9,9,0,0,"9,969,825","414,300",350,140,3,"5,081"
9-Sep-24,33,27,3,9,6,0,0,"12,150,720","903,030",336,224,5,"18,748"
10-Sep-24,33,27,3,9,9,0,0,"13,174,635","1,199,535",364,301,4,"10,726"
11-Sep-24,33,27,3,9,9,0,0,"10,755,660","688,665",287,217,6,"14,166"
12-Sep-24,33,27,9,9,9,0,0,"17,020,650","543,300",364,259,4,"8,907"
13-Sep-24,33,24,0,9,9,0,0,"11,769,030","1,103,850",259,210,4,"8,694"
16-Sep-24,33,27,3,9,9,0,0,"16,761,180","551,220",469,203,4,"10,920"
17-Sep-24,33,24,9,9,9,0,0,"14,759,220","703,200",301,280,4,"3,691"
18-Sep-24,33,27,0,9,9,0,0,"10,169,235","1,224,150",336,357,4,"4,750"
19-Sep-24,33,30,6,9,9,0,0,"15,241,215","1,066,785",371,280,3,"5,920"
20-Sep-24,33,27,6,9,9,0,0,"14,124,705","829,590",434,231,3,"2,385"
23-Sep-24,33,27,6,9,9,0,0,"16,834,035","930,345",553,238,5,"6,582"
24-Sep-24,33,27,0,9,9,0,0,"11,830,515","833,805",315,238,5,"10,283"
25-Sep-24,33,27,0,9,9,0,0,"8,442,735","503,265",315,224,4,"2,807"
26-Sep-24,33,27,0,9,6,0,0,"16,881,450","710,160",511,210,4,"8,293"
27-Sep-24,33,27,0,9,6,0,0,"7,841,880","881,580",301,259,4,"8,822"
30-Sep-24,33,27,3,9,6,0,0,"16,264,245","973,950",455,308,4,"6,181"
1-Oct-24,33,27,0,9,6,0,0,"9,621,615","878,865",308,252,2,"3,998"
2-Oct-24,33,30,0,9,9,0,0,"10,680,855","1,647,060",315,441,5,"9,496"
3-Oct-24,33,27,0,9,9,0,0,"82,869,885","1,043,370",343,280,3,"3,764"
4-Oct-24,33,30,0,9,9,0,0,"8,821,920","748,800",238,210,3,"10,123"
7-Oct-24,33,27,3,9,9,0,0,"17,934,645","1,439,085",406,266,4,"12,652"
8-Oct-24,33,27,0,9,9,0,0,"7,175,295","1,050,675",203,245,4,"4,659"
9-Oct-24,33,27,0,9,9,0,0,"11,439,540","802,860",259,203,4,"6,044"
10-Oct-24,33,27,0,9,9,0,0,"8,133,000","732,435",287,259,4,"3,943"
11-Oct-24,33,27,0,9,9,0,0,"8,766,600","767,100",252,252,4,"14,399"
14-Oct-24,33,27,3,9,6,0,0,"16,978,020","1,162,620",427,280,4,"13,820"
15-Oct-24,33,24,0,9,6,0,0,"10,747,455","567,255",308,245,3,"5,025"
16-Oct-24,33,24,0,9,6,0,0,"8,788,530","487,080",273,182,3,"7,362"
17-Oct-24,33,24,0,9,9,0,0,"11,218,530","863,910",308,259,3,"9,492"
18-Oct-24,33,24,0,9,9,0,0,"13,749,300","657,135",322,182,2,"4,926"
21-Oct-24,33,24,0,9,6,0,0,"13,348,530","1,342,620",378,343,4,"4,892"
22-Oct-24,33,27,0,9,9,0,0,"7,208,940","854,685",217,273,2,"5,013"
23-Oct-24,33,27,0,9,9,0,0,"12,632,700","1,123,320",280,294,2,"3,438"
24-Oct-24,33,27,0,9,9,0,0,"9,331,425","1,080,855",287,203,3,"9,845"
25-Oct-24,33,27,0,9,9,0,0,"9,471,330","874,545",182,224,3,"4,333"
28-Oct-24,33,27,6,9,9,0,0,"15,881,430","1,267,290",420,245,3,"1,898"
29-Oct-24,33,27,6,9,9,0,0,"16,117,755","718,905",392,189,2,"5,342"
30-Oct-24,33,27,3,9,9,0,0,"11,677,095","744,435",224,231,3,"1,695"
31-Oct-24,33,30,0,9,9,0,0,"6,761,295","934,890",231,280,3,"5,951"
1-Nov-24,33,30,0,9,9,0,0,"7,697,580","655,350",182,203,4,"8,636"
4-Nov-24,33,30,0,9,9,0,0,"12,578,250","895,485",280,273,3,"10,470"
5-Nov-24,33,30,0,9,9,0,0,"7,846,545","407,070",154,133,2,"7,989"
6-Nov-24,33,30,0,9,9,0,0,"8,690,265","389,670",189,140,3,"5,782"
7-Nov-24,33,30,0,9,9,0,0,"10,021,845","922,560",245,196,3,"5,803"
8-Nov-24,33,30,0,9,9,0,0,"7,744,260","446,550",126,140,4,"29,053"
11-Nov-24,33,30,3,9,6,0,0,"16,352,115","868,635",336,266,4,"10,088"
12-Nov-24,33,30,0,9,9,0,0,"13,742,130","585,555",231,175,4,"12,246"
13-Nov-24,33,33,0,9,9,0,0,"8,470,665","869,490",203,189,2,"6,194"
14-Nov-24,33,30,0,9,9,0,0,"12,608,655","1,343,085",245,280,4,"19,667"
15-Nov-24,33,33,0,9,9,0,0,"11,740,350","583,740",238,175,3,"20,641"
18-Nov-24,33,33,0,9,9,0,0,"13,141,110","797,625",294,259,5,"13,731"
19-Nov-24,33,33,0,9,9,0,0,"8,372,715","765,480",224,182,6,"21,881"
20-Nov-24,33,33,3,9,9,0,0,"17,837,610","741,915",357,154,4,"16,776"
21-Nov-24,33,33,0,9,9,0,0,"14,241,915","864,285",357,287,4,"5,731"
22-Nov-24,33,33,3,9,9,0,0,"17,029,110","485,550",392,140,5,"6,157"
25-Nov-24,33,27,3,9,9,0,0,"17,362,080","822,075",448,147,6,"7,729"
26-Nov-24,33,27,3,9,9,0,0,"15,909,810","702,975",308,217,3,"7,484"
27-Nov-24,33,27,3,9,9,0,0,"15,851,985","713,835",427,238,5,"7,007"
2-Dec-24,33,27,3,9,9,0,0,"19,987,725","925,755",511,259,4,"3,784"
3-Dec-24,33,27,3,9,9,0,0,"12,276,750","970,365",301,238,2,"8,015"
4-Dec-24,33,27,6,9,9,0,0,"16,851,450","524,955",427,245,4,"7,481"
5-Dec-24,33,30,0,9,9,0,0,"12,566,565","608,070",322,154,5,"15,877"
6-Dec-24,33,30,3,9,9,0,0,"17,383,410","395,175",406,133,3,"3,821"
9-Dec-24,33,30,3,9,9,0,0,"14,937,990","611,175",371,210,5,"16,270"
10-Dec-24,33,30,0,9,9,0,0,"13,672,020","894,390",301,217,4,"11,676"
11-Dec-24,33,30,0,9,9,0,0,"11,592,150","1,001,640",266,294,4,"7,040"
12-Dec-24,33,27,0,9,9,0,0,"10,747,095","1,312,245",294,287,3,"10,039"
13-Dec-24,33,27,3,9,9,0,0,"14,130,465","359,355",392,140,3,"3,905"
16-Dec-24,33,30,6,9,9,0,0,"17,045,340","1,449,150",364,245,6,"23,555"
17-Dec-24,33,33,3,9,9,0,0,"15,708,135","915,540",371,266,4,"9,227"
18-Dec-24,33,33,3,9,9,0,0,"15,908,445","1,315,830",364,259,4,"9,756"
19-Dec-24,33,33,6,9,6,0,0,"18,453,870","1,425,540",392,280,6,"5,572"
20-Dec-24,33,33,3,9,6,0,0,"13,826,220","1,170,855",399,245,5,"1,155"
23-Dec-24,33,27,12,9,6,0,0,"19,328,370","540,495",427,161,7,"6,740"
26-Dec-24,33,27,3,9,6,0,0,"17,239,800","640,905",413,175,5,"7,009"
27-Dec-24,33,27,12,9,3,0,0,"16,019,775","762,345",315,161,3,"13,195"
30-Dec-24,33,24,3,9,6,0,0,"12,121,920","1,168,605",434,231,9,"19,002"
2-Jan-25,33,27,9,9,9,0,0,"15,377,790","928,965",476,266,8,"15,861"
3-Jan-25,33,27,12,9,9,0,0,"16,081,860","971,580",378,413,6,"20,426"
6-Jan-25,33,30,9,9,9,0,0,"19,821,210","1,218,690",518,308,4,"11,737"
7-Jan-25,33,30,9,9,9,0,0,"17,803,230","655,875",399,203,5,"4,527"
8-Jan-25,33,30,0,9,9,0,0,"10,443,525","943,260",371,280,4,"8,076"
13-Jan-25,33,30,3,9,9,0,0,"13,503,900","485,910",462,147,7,"13,343"
14-Jan-25,33,27,0,9,9,0,0,"3,817,845","1,103,385",203,245,4,"5,744"
15-Jan-25,33,30,0,9,9,0,0,"9,150,480","1,070,445",287,329,5,"8,925"
16-Jan-25,33,30,0,9,9,0,0,"8,713,140","930,090",224,245,5,"9,831"
17-Jan-25,33,30,0,9,9,0,0,"9,175,020","938,235",315,210,2,"9,682"
20-Jan-25,33,30,0,9,9,0,0,"11,485,560","1,286,715",329,343,4,"19,700"
21-Jan-25,33,30,0,9,9,0,0,"8,716,455","480,915",168,154,3,"11,255"
22-Jan-25,33,27,0,9,6,0,0,"6,771,525","463,665",252,168,4,"4,440"
23-Jan-25,33,21,0,9,6,0,0,"5,289,465","452,460",203,140,5,"10,093"
24-Jan-25,33,30,0,9,9,0,0,"6,076,950","682,965",147,189,4,"16,982"
27-Jan-25,33,30,3,9,9,0,0,"15,899,940","836,940",357,287,5,"22,517"
28-Jan-25,33,30,3,9,9,0,0,"14,617,845","729,315",280,266,4,"11,329"
29-Jan-25,33,30,0,9,9,0,0,"6,874,800","554,610",210,140,6,"16,594"
30-Jan-25,33,24,0,9,9,0,0,"7,268,835","629,400",203,161,5,"9,421"
31-Jan-25,33,30,0,9,9,0,0,"7,408,170","727,650",266,273,5,"16,339"
3-Feb-25,33,30,3,9,9,0,0,"15,554,595","727,605",392,217,7,"12,291"
4-Feb-25,33,30,3,9,9,0,0,"10,632,390","1,072,080",280,350,4,"5,683"
5-Feb-25,33,30,0,9,9,0,0,"19,099,185","717,975",469,196,6,"4,654"
6-Feb-25,33,30,0,9,9,0,0,"11,558,265","719,910",357,182,4,"2,200"
7-Feb-25,33,30,0,9,9,0,0,"11,360,655","592,785",287,266,4,"3,050"
10-Feb-25,33,27,6,9,9,0,0,"15,193,620","1,183,590",518,252,5,"2,657"
11-Feb-25,33,27,3,9,6,0,0,"8,493,210","665,220",210,203,4,"5,262"
12-Feb-25,33,27,3,9,6,0,0,"10,412,730","717,150",252,168,5,"13,546"
13-Feb-25,33,27,0,9,9,0,0,"8,254,410","449,760",322,161,3,"2,466"
14-Feb-25,33,27,0,9,9,0,0,"5,965,185","511,530",210,168,6,"13,890"
17-Feb-25,33,27,0,9,6,0,0,"13,021,500","1,125,750",385,273,5,"25,053"
18-Feb-25,33,27,0,9,9,0,0,"8,798,865","844,035",224,196,4,"2,104"
19-Feb-25,33,27,0,9,9,0,0,"3,782,955","453,180",133,140,7,"17,494"
20-Feb-25,33,27,0,9,9,0,0,"6,793,185","64,770",133,14,7,"22,326"
21-Feb-25,33,24,0,9,9,0,0,"5,655,585","474,615",245,147,6,"10,089"
24-Feb-25,33,24,0,9,9,0,0,"6,657,630","1,112,070",287,280,7,"16,275"
25-Feb-25,33,27,0,9,9,0,0,"5,610,375","896,295",154,203,6,"9,380"
26-Feb-25,33,27,0,9,9,0,0,"16,439,445","602,100",315,168,5,"10,995"
27-Feb-25,33,27,0,9,9,0,0,"10,360,710","991,080",252,266,6,"9,127"
28-Feb-25,33,27,0,9,9,0,0,"15,255,510","967,095",315,210,4,"4,840"
3-Mar-25,33,27,0,9,9,0,0,"11,474,970","749,370",357,210,4,"13,313"
4-Mar-25,33,27,0,9,9,0,0,"14,126,220","886,890",315,231,4,"15,703"
5-Mar-25,33,27,0,9,9,0,0,"11,244,120","984,930",406,231,6,"11,497"
6-Mar-25,33,27,0,9,9,0,0,"12,090,945","759,360",329,266,6,"11,010"
7-Mar-25,33,27,0,9,9,0,0,"11,761,290","722,595",336,238,4,"7,851"
10-Mar-25,33,30,3,9,6,0,0,"16,109,550","698,055",406,203,6,"13,006"
11-Mar-25,33,30,0,9,9,0,0,"12,094,545","1,024,980",343,217,7,"11,801"
12-Mar-25,33,30,0,9,9,0,0,"17,225,415","515,850",441,147,6,"14,624"
13-Mar-25,33,30,0,9,9,0,0,"15,864,615","784,665",413,231,5,"5,081"
14-Mar-25,33,30,0,9,9,0,0,"12,630,765","1,006,350",350,210,5,"3,642"
17-Mar-25,33,27,0,9,9,0,0,"17,182,410","906,765",504,266,4,"5,475"
