Date,Trucks (qty),Deliveries (lbs.),Deliveries (qty),Reschedules (qty),Reschedules (lbs.),Temperature (°F),Precipitation (in),Lumber ($)
5/7/2022,38,15523756,736,7,10215,65.5,0.1,706
5/8/2022,38,15515397,736,7,10239,65.6,0.1,705.3
5/9/2022,42,16877460,777,9,7223,83.5,0,807.7
5/10/2022,42,19934790,882,10,7562,83,0,801.1
5/11/2022,42,21417900,931,8,14803,80,0,786.1
5/12/2022,39,17700825,854,10,8662,81.5,0,777.8
5/13/2022,36,19414770,1036,10,6613,81.5,0,769.7
5/14/2022,38,15465245,732,7,10380,65.8,0.1,700.8
5/15/2022,38,15456886,731,7,10403,65.8,0.1,700
5/16/2022,36,20345700,889,11,7517,75.5,0,787
5/17/2022,39,19284300,1036,9,10858,83.5,0,788
5/18/2022,36,24793215,1134,7,3857,83.5,0,739.5
5/19/2022,38,15423451,729,7,10497,65.9,0.1,697.1
5/20/2022,39,20331705,917,8,4434,84.5,0,667.3
5/21/2022,38,15406734,727,7,10544,66,0.1,695.6
5/22/2022,38,15398375,727,7,10568,66,0.1,694.8
5/23/2022,42,18331305,700,9,2703,66.5,0.02,651.9
5/24/2022,42,16565550,798,9,10313,67,2.16,660
5/25/2022,42,18502275,854,7,5649,63.5,0.08,651.8
5/26/2022,42,17106945,714,13,5935,67.5,0,683
5/27/2022,39,17906085,595,7,14851,70.5,0,695.1
5/28/2022,37,15348223,723,7,10709,66.2,0.1,690.3
5/29/2022,37,15339864,722,7,10732,66.3,0.1,689.6
5/30/2022,37,15331506,722,7,10756,66.3,0.1,688.9
5/31/2022,42,22401645,917,8,3789,85.5,0,653.5
6/1/2022,42,17926695,987,6,7786,81,0.13,608.6
6/2/2022,42,18482820,749,9,1558,73,0.02,598.5
6/3/2022,39,13978980,735,7,13252,74,0.11,623.3
6/4/2022,38,15342183,727,6,9783,66.7,0.1,684.2
6/5/2022,38,15333825,727,6,9807,66.8,0.1,683.5
6/6/2022,39,19161645,882,9,4894,85,0,600.3
6/7/2022,39,19937085,931,8,4026,85,0,596.8
6/8/2022,36,19968660,889,8,1179,79,0,573
6/9/2022,39,13187190,651,11,13805,80.5,0,568.3
6/10/2022,36,14037900,707,7,6936,85.5,0,555.9
6/11/2022,38,15283672,723,6,9948,67,0.1,679
6/12/2022,38,15275314,722,6,9971,67,0.1,678.2
6/13/2022,39,19232190,756,10,21058,89,0,528
6/14/2022,39,17276325,910,9,27967,87.5,0,538
6/15/2022,36,20445015,945,11,6222,87.5,0,563.5
6/16/2022,36,22812615,959,11,2142,87,0,569
6/17/2022,42,20872920,700,6,3395,82.5,0,581.1
6/18/2022,38,15225161,718,6,10112,67.2,0.1,673.8
6/19/2022,38,15216803,718,6,10136,67.3,0.1,673
6/20/2022,39,15920430,938,9,4484,88.5,0,581.1
6/21/2022,48,18669390,847,9,8042,88.5,0,610.1
6/22/2022,39,12275805,693,9,17371,84.5,0,611.6
6/23/2022,39,16382985,693,10,4108,86.5,0,617
6/24/2022,36,9846900,651,7,22542,89,0,608.6
6/25/2022,37,15166650,714,6,10277,67.5,0.1,668.6
6/26/2022,37,15158292,713,6,10300,67.5,0.1,667.8
6/27/2022,36,13327185,721,13,11421,82,0,613.1528
6/28/2022,39,13047495,700,8,1099,82,0,608.5566
6/29/2022,39,12339450,700,13,21113,79,0,617.8764
6/30/2022,36,11825130,637,12,67155,80.5,0,636.2564
7/1/2022,39,9223605,539,8,16940,84.5,0,667.3063
7/2/2022,38,15152252,718,6,9375,68,0.1,661.7
7/3/2022,38,15143893,717,6,9398,68,0.1,660.9
7/4/2022,38,15135534,716,6,9421,68.1,0.1,660.2
7/5/2022,42,17431995,770,12,17878,89.5,0,656.5011
7/6/2022,39,18500385,686,9,19354,91.5,0,639.7505
7/7/2022,42,18922800,875,8,7783,91,0,634.6953
7/8/2022,42,13828485,476,5,3027,91,0,671.6776
7/9/2022,38,15093741,713,6,9539,68.2,0.1,656.5
7/10/2022,38,15085382,712,6,9562,68.3,0.1,655.7
7/11/2022,48,15058890,749,9,9918,91.5,0,658.5983
7/12/2022,39,18425055,812,6,11593,86.5,0,668.5526
7/13/2022,42,18425280,1008,6,3606,89.5,0,649.5388
7/14/2022,45,16546320,952,7,5092,85.5,0,659.5373
7/15/2022,39,8915925,665,5,7436,85,0,637.2133
7/16/2022,38,15035230,709,6,9703,68.5,0.1,651.2
7/17/2022,38,15026871,708,6,9727,68.5,0.1,650.5
7/18/2022,48,17496960,693,10,8802,96.5,0,681.7273
7/19/2022,42,14701185,735,6,14439,97.5,0,645
7/20/2022,54,14264685,763,5,12472,97,0,627.7
7/21/2022,45,18965460,714,7,10836,91,0,615.1
7/22/2022,42,11564205,490,4,3671,92,0,583.5
7/23/2022,37,14976719,704,6,9868,68.7,0.1,646
7/24/2022,37,14968360,703,6,9891,68.8,0.1,645.3
7/25/2022,45,20457765,784,7,4918,93.5,0,566.2
7/26/2022,54,16002765,784,5,15141,93,0,552
7/27/2022,45,14899275,798,7,11555,91.5,0,558.7
7/28/2022,45,15910665,805,8,4784,92,0,539.3
7/29/2022,51,9456075,483,5,8604,91.5,0,526.7
7/30/2022,37,14918208,700,6,10032,69,0.1,640.8
7/31/2022,37,14909849,699,6,10056,69,0.1,640.1
8/1/2022,48,18418485,889,7,10314,92.5,0,536
8/2/2022,51,11552730,651,4,3928,94,0,520.6
8/3/2022,45,11483820,672,8,10524,93,0,483.2
8/4/2022,39,8866815,490,7,5775,91.5,0,501
8/5/2022,36,8890410,525,5,12971,93,0,475.1
8/6/2022,38,14912168,704,6,9107,69.5,0.1,634.7
8/7/2022,38,14903809,703,6,9130,69.5,0.1,633.9
8/8/2022,42,15747675,742,11,20943,91,0,519
8/9/2022,42,11216100,679,6,11768,88.5,0.02,550
8/10/2022,36,11659320,539,6,20765,86.5,0.22,601.8
8/11/2022,39,11393610,791,8,8685,85,0,593.5
8/12/2022,33,10846575,623,4,3173,87.5,0,588.7
8/13/2022,38,14853657,700,6,9271,69.7,0.1,629.5
8/14/2022,38,14845298,699,6,9295,69.7,0.1,628.7
8/15/2022,45,20261715,665,7,8501,88.5,0,593.4
8/16/2022,36,13230660,728,4,10718,87.5,0,596.4
8/17/2022,42,13537305,819,5,13385,88,0,598.4
8/18/2022,45,10596465,756,5,6717,78.5,0.41,560
8/19/2022,39,13884240,546,5,16450,82.5,0,516.7
8/20/2022,37,14795146,695,6,9436,69.9,0.1,624.2
8/21/2022,37,14786787,694,6,9459,70,0.1,623.5
8/22/2022,39,12156660,609,7,25327,77,2.25,500.2
8/23/2022,36,9734310,490,5,11186,79,0.18,515.5
8/24/2022,39,8160570,504,8,10259,81.5,0,495.4
8/25/2022,39,14920305,742,5,705,81,0,519.3
8/26/2022,39,15090900,595,5,10136,82.5,0,524.5
8/27/2022,37,14736635,691,6,9600,70.2,0.1,619
8/28/2022,37,14728276,690,6,9624,70.2,0.1,618.3
8/29/2022,36,17046375,819,6,10434,83.5,0,509.8
8/30/2022,36,9669345,602,6,4028,81.5,0.31,502.5
8/31/2022,39,13902795,693,5,2245,82,0,512
9/1/2022,42,10113540,588,7,12399,77.5,0.2,499.7
9/2/2022,42,9746295,483,5,1636,79,0,494.6
9/3/2022,38,14730595,695,6,8675,70.7,0.1,612.9
9/4/2022,38,14722237,694,6,8698,70.7,0.1,612.1
9/5/2022,38,14713878,694,6,8722,70.8,0.1,611.4
9/6/2022,42,17762280,763,10,3413,81,0,485
9/7/2022,39,12594945,847,5,4656,81,0,504.5
9/8/2022,42,16201485,812,4,1948,78.5,0,513.4
9/9/2022,39,14135595,658,3,668,76.5,0,509
9/10/2022,38,14672084,690,6,8839,70.9,0.1,607.7
9/11/2022,38,14663726,690,6,8863,71,0.1,606.9
9/12/2022,42,16058355,728,6,3705,71.5,0,554.9
9/13/2022,37,14647008,689,6,8910,71,0.1,605.4
9/14/2022,37,14638650,688,6,8933,71.1,0.1,604.7
9/15/2022,36,11230320,574,6,5152,74,0,482
9/16/2022,36,7719165,483,3,350,78.5,0,474.1
9/17/2022,37,14613573,686,6,9004,71.2,0.1,602.4
9/18/2022,37,14605215,685,6,9027,71.2,0.1,601.7
9/19/2022,33,13103760,833,5,2931,82.5,0,483
9/20/2022,42,9103860,518,3,6693,83,0,515.9
9/21/2022,39,8287815,560,4,4721,83,0,493
9/22/2022,33,8128890,588,3,2989,81.5,0,460
9/23/2022,36,7100040,476,4,9510,81.5,0,435
9/24/2022,37,14555062,681,6,9168,71.4,0.1,597.2
9/25/2022,37,14546704,681,6,9192,71.4,0.1,596.5
9/26/2022,39,18086805,798,5,12320,71.5,0,413
9/27/2022,39,11889570,567,3,5040,70.5,0,432
9/28/2022,45,11208915,714,6,7346,74,0,432.8
9/29/2022,37,14513269,678,6,9286,71.6,0.1,593.5
9/30/2022,36,8104755,567,4,1447,65.5,0,424.8
10/1/2022,38,14540664,685,5,8266,72,0.1,590.3
10/2/2022,38,14532305,685,5,8290,72,0.1,589.6
10/3/2022,39,16424100,602,3,7560,65.5,0,427.9
10/4/2022,39,16350735,637,4,14490,67,0,433.9
10/5/2022,39,14263965,686,4,9263,69.5,0,435.6
10/6/2022,38,14498871,682,5,8384,72.1,0.1,586.6
10/7/2022,38,14490512,681,5,8407,72.2,0.1,585.9
10/8/2022,37,14482153,681,5,8431,72.2,0.1,585.1
10/9/2022,37,14473794,680,5,8454,72.2,0.1,584.4
10/10/2022,39,17229405,945,4,2678,71.5,0,450
10/11/2022,39,8227785,553,3,8641,73,0.1,475
10/12/2022,36,12967620,777,3,9664,78,0,486.2
10/13/2022,36,14253390,602,3,7214,65,0,498.5
10/14/2022,36,11305575,665,3,9690,66,0,492.6
10/15/2022,37,14423642,676,5,8595,72.4,0.1,579.9
10/16/2022,37,14415283,676,5,8619,72.5,0.1,579.2
10/17/2022,36,13854645,742,7,18021,57.5,0,510.1
10/18/2022,39,14961405,819,3,7590,52,0,517.2
10/19/2022,39,8886600,567,4,7518,50.5,0,534.7
10/20/2022,36,12503565,714,4,4052,65,0,533.4
10/21/2022,39,13159830,686,3,558,66.5,0,535.3
10/22/2022,37,14365131,672,5,8760,72.7,0.1,574.7
10/23/2022,37,14356772,671,5,8783,72.7,0.1,573.9
10/24/2022,30,9979140,637,4,13289,67,1.42,504.2
10/25/2022,36,8151735,497,5,16068,56.5,0,487
10/26/2022,33,10358505,735,3,2741,56,0,496
10/27/2022,33,8385795,546,4,8554,60,0,477.4
10/28/2022,33,7251585,343,4,8640,57.5,1.77,466.1
10/29/2022,37,14306620,667,5,8924,72.9,0.1,569.5
10/30/2022,37,14298261,667,5,8948,72.9,0.1,568.7
10/31/2022,30,9175860,581,5,11115,60,0,461.3
11/1/2022,30,15193335,749,5,9960,62.5,0,457.6
11/2/2022,30,14629005,721,2,9647,65,0,450
11/3/2022,30,11619450,826,4,771,70.5,0,435
11/4/2022,30,7476255,392,4,8319,60.5,1.13,435
11/5/2022,37,14300580,672,5,7999,73.4,0.1,563.3
11/6/2022,37,14292222,671,5,8022,73.4,0.1,562.6
11/7/2022,30,17198115,707,5,10162,67,0.02,455
11/8/2022,33,10831980,497,4,3060,73.5,0,450.9
11/9/2022,33,15648060,707,4,6810,74.5,0,460
11/10/2022,33,10274880,560,4,3139,69,0,460
11/11/2022,30,9904950,539,3,1046,52.5,1.39,460
11/12/2022,37,14242069,667,5,8163,73.7,0.1,558.1
11/13/2022,37,14233711,666,5,8187,73.7,0.1,557.4
11/14/2022,27,11552205,560,5,25547,41.5,0.38,447.5
11/15/2022,30,7566240,518,4,7706,41.5,0.01,454.8
11/16/2022,30,11474850,609,3,10032,43,0,430.5
11/17/2022,27,6941895,616,5,14965,43,0,441
11/18/2022,33,7680180,434,3,1411,38.5,0,441
11/19/2022,37,14183558,663,5,8328,73.9,0.1,552.9
11/20/2022,37,14175200,662,5,8351,73.9,0.1,552.2
11/21/2022,30,11637645,595,4,10824,46,0,435
11/22/2022,30,12314370,476,2,2491,47,0,426.1
11/23/2022,30,8327355,462,2,7165,49.5,0.36,432
11/24/2022,37,14141765,659,5,8445,74.1,0.1,549.2
11/25/2022,37,14133406,659,5,8469,74.1,0.1,548.4
11/26/2022,37,14125047,658,5,8492,74.1,0.1,547.7
11/27/2022,37,14116689,658,5,8516,74.2,0.1,546.9
11/28/2022,30,10723935,546,5,11800,50,0,420.9
11/29/2022,30,9804015,511,3,4926,59.5,0,425
11/30/2022,33,8734845,525,3,4194,40,0,429.5
12/1/2022,30,5169540,441,3,6387,39.5,0,413.2
12/2/2022,30,6696075,371,2,273,58.5,0,413.2
12/3/2022,37,14110649,662,5,7590,74.7,0.1,540.8
12/4/2022,37,14102290,661,5,7614,74.7,0.1,540.1
12/5/2022,33,14465730,609,3,9288,66,0,392.3
12/6/2022,37,14085573,660,5,7661,74.8,0.1,538.6
12/7/2022,39,13010910,560,2,415,57,0.06,425.6
12/8/2022,30,8406840,455,3,4610,63,0,410.3
12/9/2022,33,12297720,413,2,2565,61,0,410.3
12/10/2022,37,14052138,657,5,7755,74.9,0.1,535.6
12/11/2022,37,14043779,657,5,7778,74.9,0.1,534.8
12/12/2022,30,13392195,462,4,3538,58.5,0.01,410.7
12/13/2022,30,4434945,343,2,1871,58.5,0.79,405.9
12/14/2022,33,7361535,280,4,13065,47.5,0,397
12/15/2022,30,8486535,420,3,12437,42,0,396
12/16/2022,33,7045080,434,3,6514,38,0,396
12/17/2022,37,13993627,653,5,7919,75.1,0.1,530.4
12/18/2022,37,13985268,652,5,7943,75.2,0.1,529.6
12/19/2022,33,16690050,553,5,14602,47,0,374.6
12/20/2022,33,11620470,686,3,5718,44.5,0,372.5
12/21/2022,33,10891890,609,3,6737,38.5,0,378
12/22/2022,33,10065480,469,3,6282,27,0,379
12/23/2022,37,13943475,649,5,8060,75.4,0.1,525.9
12/24/2022,37,13935116,648,5,8084,75.4,0.1,525.1
12/25/2022,37,13926757,648,5,8107,75.4,0.1,524.4
12/26/2022,33,5600295,280,2,4041,41.5,0,384
12/27/2022,33,11624505,343,3,1972,35,0,396.9
12/28/2022,33,7173540,462,1,2924,57.5,0,392
12/29/2022,33,12983985,511,4,16282,59.5,0,383.8
12/30/2022,36,13884964,645,5,8225,75.6,0.1,520.7
12/31/2022,36,13876605,644,5,8248,75.6,0.1,519.9
1/1/2023,39,15721004,720,7,11602,58.2,0.1,727.1
1/2/2023,39,15712646,719,7,11625,58.3,0.1,726.3
1/3/2023,33,10751820,539,2,10268,51.5,0,363
1/4/2023,27,15713250,679,2,3387,43,0,360.5
1/5/2023,27,9955005,483,2,3253,45,0,353.7
1/6/2023,39,15679211,716,7,11719,58.4,0.1,723.3
1/7/2023,39,15670852,716,7,11742,58.4,0.1,722.6
1/8/2023,39,15662493,715,7,11766,58.5,0.1,721.9
1/9/2023,33,17666970,749,3,2807,48.5,0,350
1/10/2023,33,10949625,504,3,6623,59,0,348
1/11/2023,33,13535655,882,2,5840,63.5,0,345
1/12/2023,27,7158510,546,2,2676,48.5,0,351.8
1/13/2023,38,15620700,712,7,11883,58.6,0.1,718.1
1/14/2023,38,15612341,711,7,11907,58.7,0.1,717.4
1/15/2023,38,15603982,711,7,11930,58.7,0.1,716.6
1/16/2023,38,15595624,710,7,11954,58.7,0.1,715.9
1/17/2023,38,15587265,709,7,11977,58.8,0.1,715.1
1/18/2023,33,12693375,665,2,7760,59,0.04,428
1/19/2023,30,14270985,770,1,4253,45.5,0,428.8
1/20/2023,30,7997055,462,1,1569,45,0,428.8
1/21/2023,38,15553830,707,7,12071,58.9,0.1,712.2
1/22/2023,38,15545471,706,7,12095,59,0.1,711.4
1/23/2023,30,13473300,588,4,4614,38,0,437.7
1/24/2023,33,12390765,462,3,539,40,0.9,458.9
1/25/2023,33,11097045,609,4,15683,37,0,464.1
1/26/2023,33,5531040,476,4,5909,40,0,488.2
1/27/2023,30,15093210,623,3,13416,43,0,495.1
1/28/2023,38,15495319,702,7,12236,59.2,0.1,706.9
1/29/2023,38,15486960,702,7,12259,59.2,0.1,706.2
1/30/2023,33,4565685,140,8,135,26,0.37,516.5
1/31/2023,38,15470243,700,7,12306,59.3,0.1,704.7
2/1/2023,39,15514356,709,7,11240,59.6,0.1,703
2/2/2023,39,15505997,708,7,11263,59.6,0.1,702.3
2/3/2023,39,15497638,707,7,11287,59.6,0.1,701.6
2/4/2023,39,15489279,707,7,11310,59.7,0.1,700.8
2/5/2023,39,15480921,706,7,11334,59.7,0.1,700.1
2/6/2023,30,13872675,448,6,5373,62.5,0,482.3
2/7/2023,30,8198205,343,4,608,55,0.32,469.1
2/8/2023,33,5537550,280,5,3891,40,0.99,452.4
2/9/2023,30,3938685,329,5,863,44.5,0,433.5
2/10/2023,30,6428280,399,4,993,39.5,0,423.7
2/11/2023,38,15430768,702,7,11475,59.9,0.1,695.6
2/12/2023,38,15422410,702,7,11498,59.9,0.1,694.8
2/13/2023,38,15414051,701,7,11522,60,0.1,694.1
2/14/2023,33,3999870,385,3,238,59.5,0.58,402.5
2/15/2023,38,15397334,700,7,11569,60,0.1,692.6
2/16/2023,38,15388975,699,7,11592,60.1,0.1,691.9
2/17/2023,30,9279420,525,2,3700,39,0,388.5
2/18/2023,38,15372257,698,7,11639,60.1,0.1,690.4
2/19/2023,38,15363899,697,7,11663,60.2,0.1,689.6
2/20/2023,38,15355540,696,7,11686,60.2,0.1,688.9
2/21/2023,38,15347181,696,7,11710,60.2,0.1,688.1
2/22/2023,38,15338823,695,7,11733,60.3,0.1,687.4
2/23/2023,38,15330464,695,7,11757,60.3,0.1,686.6
2/24/2023,38,15322105,694,7,11780,60.3,0.1,685.9
2/25/2023,38,15313746,693,7,11804,60.4,0.1,685.2
2/26/2023,38,15305388,693,7,11827,60.4,0.1,684.4
2/27/2023,38,15297029,692,7,11851,60.4,0.1,683.7
2/28/2023,38,15288670,691,7,11874,60.5,0.1,682.9
3/1/2023,39,15307707,698,6,10878,60.9,0.1,679
3/2/2023,33,14492640,847,4,275,67,1.18,370.5
3/3/2023,33,12420420,490,3,506,52,0.12,369
3/4/2023,38,15282631,696,6,10949,61,0.1,676.8
3/5/2023,38,15274272,695,6,10972,61,0.1,676
3/6/2023,33,17520690,672,5,8183,68.5,0,370.5
3/7/2023,33,12964590,679,6,120,64,0,361.2
3/8/2023,30,13364550,574,5,658,52.5,0.63,370
3/9/2023,38,15240837,692,6,11066,61.2,0.1,673.1
3/10/2023,30,14875815,630,5,2529,51,0,362.8
3/11/2023,38,15224120,691,6,11113,61.2,0.1,671.6
3/12/2023,38,15215761,691,6,11137,61.3,0.1,670.8
3/13/2023,38,15207402,690,6,11160,61.3,0.1,670.1
3/14/2023,38,15199044,689,6,11184,61.3,0.1,669.3
3/15/2023,30,15549840,784,7,4034,55.5,0,347
3/16/2023,30,11314185,539,6,14883,57.5,0,438.6
3/17/2023,27,12489045,630,5,1625,45,0,452.4
3/18/2023,38,15165609,687,6,11278,61.5,0.1,666.3
3/19/2023,38,15157250,686,6,11301,61.5,0.1,665.6
3/20/2023,24,15867345,805,6,5980,44.5,0,441.3
3/21/2023,30,16224915,679,5,2725,61,0,441.9
3/22/2023,33,17349375,770,5,2353,75,0,425.9
3/23/2023,33,16532985,763,5,8433,74.5,0,411.2
3/24/2023,33,14094225,644,4,2951,65,0.69,413.3
3/25/2023,38,15107098,682,6,11442,61.7,0.1,661.1
3/26/2023,38,15098739,682,6,11466,61.7,0.1,660.4
3/27/2023,33,16168815,812,5,2895,56,0,398
3/28/2023,33,17672790,777,4,1904,51.5,0,384.3
3/29/2023,36,18328860,693,4,2686,51.5,0,376
3/30/2023,33,16264275,756,4,3695,66,0,375.5
3/31/2023,27,17138700,833,3,2221,65,0,370.5
4/1/2023,38,15101058,687,6,10517,62.2,0.1,655
4/2/2023,38,15092699,686,6,10540,62.2,0.1,654.3
4/3/2023,36,16650930,707,6,6270,73.5,0,370.7
4/4/2023,36,15841005,798,4,1871,74.5,0,376.4
4/5/2023,36,17336130,784,3,4001,61,0,382.1
4/6/2023,36,18637260,826,3,1122,50.5,0,382.5
4/7/2023,33,17146095,630,3,3364,53.5,0,382.5
4/8/2023,38,15042547,682,6,10681,62.5,0.1,649.8
4/9/2023,38,15034188,681,6,10705,62.5,0.1,649
4/10/2023,30,18754530,686,4,625,63,0,381.2
4/11/2023,30,16744365,721,4,2251,60.5,0,386
4/12/2023,33,16666785,763,4,973,60.5,0,388.3
4/13/2023,38,15000753,679,6,10799,62.6,0.1,646
4/14/2023,33,14345280,651,4,10140,68,0,419.9
4/15/2023,38,14984036,678,6,10846,62.7,0.1,644.6
4/16/2023,38,14975677,677,6,10869,62.7,0.1,643.8
4/17/2023,33,14421990,903,4,4668,59.5,0,424.6
4/18/2023,33,15452205,686,3,5357,67,0,403.5
4/19/2023,36,15986760,735,4,2799,75.5,0,396.2
4/20/2023,36,14296605,840,4,2508,70,0,398.5
4/21/2023,36,14554515,735,4,1713,61.5,0,390.8
4/22/2023,38,14925525,673,6,11010,62.9,0.1,639.3
4/23/2023,38,14917166,672,6,11034,63,0.1,638.6
4/24/2023,33,14285670,854,5,6902,53,0,382
4/25/2023,33,14907150,798,4,10214,65.5,0.04,365.1
4/26/2023,30,16714455,707,5,1987,57.5,0.67,348
4/27/2023,33,14420355,735,3,7422,57,0,353.8
4/28/2023,33,15021585,511,4,5326,58,0,347.2
4/29/2023,37,14867014,669,6,11175,63.2,0.1,634.1
4/30/2023,37,14858655,668,6,11198,63.2,0.1,633.4
5/1/2023,36,14759505,903,6,794,61,0,347.2
5/2/2023,36,14105205,777,5,8959,63,0,341
5/3/2023,36,16591590,805,4,3178,69,0,341
5/4/2023,36,13490445,728,4,7803,71.5,0,354.8
5/5/2023,36,8239635,553,3,6834,82.5,0,354.8
5/6/2023,38,14852616,672,6,10273,63.7,0.1,627.2
5/7/2023,38,14844257,672,6,10296,63.7,0.1,626.5
5/8/2023,33,11740470,903,4,6631,79,0,358
5/9/2023,30,18071250,840,6,2961,78,0,344
5/10/2023,33,12738480,805,5,6885,71,0,344
5/11/2023,36,14423580,749,6,12388,77,0,346.9
5/12/2023,33,12704610,777,4,13090,83,0,339
5/13/2023,38,14794105,668,6,10437,63.9,0.1,622
5/14/2023,38,14785746,667,6,10461,64,0.1,621.3
5/15/2023,33,15578010,903,4,10830,76,0.6,339
5/16/2023,39,16958115,868,4,10936,68.5,0,344
5/17/2023,33,16372755,602,5,11743,69,0,344
5/18/2023,36,17351115,721,3,7775,74,0,344
5/19/2023,36,15568335,749,4,13617,78.5,0,344
5/20/2023,38,14735594,663,6,10602,64.2,0.1,616.8
5/21/2023,37,14727235,663,6,10625,64.2,0.1,616.1
5/22/2023,33,14201460,903,5,12556,68,0,344
5/23/2023,39,14219505,742,5,16111,76.5,0,344
5/24/2023,36,18630825,721,6,8000,76,0.02,344
5/25/2023,39,17728140,693,4,4247,74,0,344
5/26/2023,36,15346305,644,4,8416,73.5,0,344
5/27/2023,37,14677083,659,6,10766,64.4,0.1,611.6
5/28/2023,37,14668724,658,6,10790,64.5,0.1,610.8
5/29/2023,37,14660365,658,6,10813,64.5,0.1,610.1
5/30/2023,33,19027260,840,6,2966,75.5,0.02,344
5/31/2023,30,17198265,889,6,2497,76.5,0,344
6/1/2023,39,18503595,770,5,4788,78.5,0,344
6/2/2023,39,16789395,672,5,10858,79,0,344
6/3/2023,38,14671043,663,6,9841,64.9,0.1,605.5
6/4/2023,38,14662684,663,6,9864,65,0.1,604.7
6/5/2023,39,17495100,770,4,5002,76,0.47,344
6/6/2023,38,14645967,661,6,9911,65,0.1,603.2
6/7/2023,39,17662035,805,5,1276,76.5,0.01,344
6/8/2023,38,14629249,660,6,9958,65.1,0.1,601.7
6/9/2023,38,14620891,659,6,9982,65.1,0.1,601
6/10/2023,38,14612532,659,6,10005,65.2,0.1,600.2
6/11/2023,38,14604173,658,6,10029,65.2,0.1,599.5
6/12/2023,38,14595814,658,6,10052,65.2,0.1,598.7
6/13/2023,38,14587456,657,6,10076,65.3,0.1,598
6/14/2023,38,14579097,656,6,10099,65.3,0.1,597.3
6/15/2023,38,14570738,656,6,10123,65.3,0.1,596.5
6/16/2023,38,14562380,655,6,10146,65.4,0.1,595.8
6/17/2023,37,14554021,654,6,10170,65.4,0.1,595
6/18/2023,37,14545662,654,6,10193,65.4,0.1,594.3
6/19/2023,37,14537303,653,6,10217,65.5,0.1,593.5
6/20/2023,37,14528945,652,6,10240,65.5,0.1,592.8
6/21/2023,37,14520586,652,6,10264,65.5,0.1,592
6/22/2023,37,14512227,651,6,10287,65.6,0.1,591.3
6/23/2023,37,14503869,650,6,10311,65.6,0.1,590.5
6/24/2023,37,14495510,650,6,10334,65.6,0.1,589.8
6/25/2023,37,14487151,649,6,10358,65.7,0.1,589.1
6/26/2023,37,14478792,649,6,10381,65.7,0.1,588.3
6/27/2023,37,14470434,648,6,10405,65.8,0.1,587.6
6/28/2023,37,14462075,647,6,10428,65.8,0.1,586.8
6/29/2023,37,14453716,647,6,10452,65.8,0.1,586.1
6/30/2023,37,14445358,646,6,10475,65.9,0.1,585.3
7/1/2023,38,14481111,654,5,9432,66.2,0.1,582.9
7/2/2023,38,14472753,653,5,9456,66.2,0.1,582.2
7/3/2023,38,14464394,652,5,9479,66.3,0.1,581.4
7/4/2023,38,14456035,652,5,9503,66.3,0.1,580.7
7/5/2023,38,14447677,651,5,9526,66.3,0.1,579.9
7/6/2023,38,14439318,650,5,9550,66.4,0.1,579.2
7/7/2023,38,14430959,650,5,9573,66.4,0.1,578.4
7/8/2023,38,14422600,649,5,9597,66.4,0.1,577.7
7/9/2023,38,14414242,648,5,9620,66.5,0.1,577
7/10/2023,38,14405883,648,5,9644,66.5,0.1,576.2
7/11/2023,38,14397524,647,5,9667,66.5,0.1,575.5
